what,kind,bundleId,bundleVersion,description,time
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389554789635
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389554791657
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1389554794644
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1389554795852
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.RunLast",1389554796608
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389554797530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389554814291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389554815689
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389555078580
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389555079079
started,bundle,org.eclipse.wb.os,1.3.0.r37x201202052311,"org.eclipse.wb.os",1389555095469
started,bundle,org.eclipse.wb.os.win32,1.3.0.r37x201202052311,"org.eclipse.wb.os.win32",1389555095513
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1389555109558
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1389555112103
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.deletePreviousWord",1389555112287
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389555116285
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389555206363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389555206712
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389556278245
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389556282503
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1389556282603
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389556316912
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389556612107
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389556622204
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389556629757
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389556630916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389556636394
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1389556637580
